price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,yr_sold_built
348140.0,2,1.5,2060,10880,1.0,0,0,3,6,1190,870,1430,8781,90
354950.0,4,2.75,2530,7350,1.0,0,0,5,8,1280,1250,2280,7350,37
706000.0,3,2.75,1900,6400,1.0,0,0,5,7,1410,490,1350,6400,72
499000.0,4,2.5,2910,6479,2.0,0,0,3,7,2910,0,2320,5178,8
427500.0,3,1.5,1900,43186,1.5,0,0,4,7,1300,600,2080,108028,43
439000.0,5,3.5,2880,10000,2.0,0,3,3,8,1980,900,2120,9535,24
545000.0,4,2.5,2820,25995,2.0,0,0,3,9,2820,0,3330,27653,16
842000.0,3,1.0,1620,4774,1.5,0,0,3,7,1620,0,1880,4560,94
685000.0,4,2.5,3320,38043,2.0,0,0,3,9,3320,0,3170,42621,17
665000.0,4,3.5,3770,47480,2.0,0,0,3,9,3770,0,3380,42689,11
255000.0,2,1.0,1200,9000,1.0,0,2,5,6,1200,0,1660,9000,97
565000.0,5,2.25,2130,4360,1.0,0,2,3,8,1240,890,1830,5000,55
274000.0,5,1.75,1950,8720,1.0,0,0,3,7,1050,900,1660,8030,53
260000.0,3,2.0,1920,8075,1.0,0,0,4,7,1510,410,1920,7826,45
581000.0,4,2.0,2510,13695,1.0,0,0,4,7,1280,1230,1220,12500,53
625000.0,3,1.5,1990,5978,1.5,1,4,4,7,1990,0,2100,6221,88
220000.0,3,1.0,1230,9720,1.0,0,0,5,7,1230,0,1230,9720,45
765000.0,3,2.25,3190,324086,2.0,0,2,3,9,3190,0,3190,217800,32
1325000.0,6,4.25,5720,10213,2.0,0,0,3,10,4170,1550,4300,10224,10
700000.0,8,2.5,2280,3000,1.5,0,0,3,7,1210,1070,1610,3000,104
351000.0,4,1.0,1550,7260,1.0,0,0,4,6,1550,0,1210,7260,55
413565.0,3,2.5,1690,1613,2.0,0,0,3,8,1150,540,1690,1619,0
363000.0,3,3.25,1651,1779,2.0,0,0,3,8,1341,310,1650,2908,6
679000.0,4,1.75,2260,41236,1.0,0,0,4,8,1690,570,3080,30240,53
473000.0,2,1.75,1510,4555,1.0,0,0,3,8,1510,0,1640,4500,9
585888.0,3,2.0,1490,7431,1.0,0,0,4,7,1490,0,1700,7725,49
405000.0,4,2.5,2220,4652,2.0,0,0,3,7,2220,0,1840,4500,13
650000.0,3,1.75,2800,19386,1.0,1,4,3,8,1400,1400,3270,31450,50
415000.0,4,2.5,2210,213008,1.0,0,0,4,7,1210,1000,2270,52707,40
575000.0,3,2.0,2150,3880,1.0,0,0,3,8,1080,1070,2130,4000,63
220000.0,3,2.25,1400,7205,1.0,0,0,3,7,1140,260,1970,7252,29
610000.0,4,3.0,2450,10117,1.0,0,0,5,8,1580,870,2530,10125,47
499950.0,3,1.0,980,6380,1.0,0,0,3,7,760,220,1390,6380,73
883000.0,4,2.5,2800,6874,2.0,0,0,3,9,2170,630,1430,6240,25
436000.0,2,1.0,1240,8100,1.5,0,2,3,7,1240,0,2790,8100,89
320000.0,3,2.5,1610,1356,2.0,0,0,3,8,1240,370,1270,1314,7
425000.0,3,1.75,1510,44000,1.0,0,0,3,7,1240,270,2290,36242,25
204700.0,4,2.0,1670,9987,1.0,0,0,3,7,1670,0,1640,7280,47
384000.0,6,3.0,2320,4502,1.0,0,0,4,7,1200,1120,1160,5628,27
314000.0,3,2.75,1900,8200,2.0,0,0,4,7,1900,0,1620,8200,31
535000.0,3,2.5,2390,6263,2.0,0,0,3,9,2390,0,2390,11761,12
568000.0,4,1.75,2110,265716,1.0,0,0,4,8,2110,0,2110,110597,35
426000.0,4,1.5,1470,5850,1.0,0,0,4,7,810,660,1290,7300,42
675000.0,4,2.75,2670,6780,2.0,0,3,5,8,1630,1040,2400,5989,106
380000.0,4,2.5,2540,6365,2.0,0,0,3,8,1870,670,2290,5942,14
685000.0,3,2.5,3450,8000,3.0,0,0,4,8,2970,480,1880,6135,87
429000.0,3,2.0,1700,52826,1.0,0,0,3,7,1700,0,2480,114728,23
799000.0,4,1.5,1810,6583,1.0,0,0,3,7,1500,310,860,8670,47
318500.0,5,1.75,1550,6986,1.0,0,0,3,7,1030,520,1550,6986,36
925000.0,3,3.25,4110,20900,2.0,0,0,3,9,2630,1480,2640,14700,13
420000.0,3,1.5,2080,5000,1.0,0,0,3,7,1300,780,1860,5000,52
570000.0,2,1.0,1100,4000,1.0,0,0,3,7,1100,0,1590,4000,108
1052500.0,4,2.75,3950,12840,2.0,0,0,5,8,3950,0,2350,12507,54
333000.0,3,1.0,1250,8450,1.0,0,0,4,7,1250,0,1350,9300,60
1360000.0,2,1.75,2620,14138,2.0,1,4,3,8,2120,500,1830,8279,84
660000.0,3,2.5,2290,2798,3.0,0,0,4,9,2290,0,2260,5000,61
350000.0,6,4.5,3500,8504,2.0,0,0,3,7,3500,0,1550,8460,34
682500.0,6,4.5,3500,8504,2.0,0,0,3,7,3500,0,1550,8460,35
399990.0,5,2.75,1690,4000,1.0,0,0,5,7,970,720,1240,4000,71
860000.0,5,3.25,4500,9648,2.0,0,4,4,8,3000,1500,2780,21132,46
216180.0,2,1.0,1120,7797,1.0,0,0,3,6,1120,0,2180,7200,66
300000.0,4,2.25,1740,9613,2.0,0,0,5,8,1740,0,1680,9769,25
145000.0,3,1.0,1010,11880,1.0,0,0,3,7,1010,0,1150,9435,54
255000.0,3,1.0,1010,11880,1.0,0,0,3,7,1010,0,1150,9435,55
250000.0,3,1.75,1200,24805,1.0,0,0,3,6,1200,0,2150,4339,30
245000.0,3,1.0,1020,8625,1.0,0,0,3,7,1020,0,1290,9440,36
445000.0,3,1.75,1850,7056,2.5,0,0,4,8,1850,0,1970,7056,35
562000.0,3,1.5,1830,8000,1.0,0,0,4,7,1830,0,1310,7500,57
501000.0,4,1.0,2070,7519,1.0,0,0,3,7,1160,910,1730,7519,51
190000.0,3,1.75,1160,5850,1.0,0,0,4,6,1160,0,1110,8382,97
862500.0,4,2.75,3280,24440,2.0,0,0,3,10,3280,0,3490,25138,18
1085000.0,5,2.5,2340,6000,2.0,0,0,4,10,2340,0,2350,6000,92
575000.0,5,3.0,3690,49709,1.0,0,2,3,9,2690,1000,2590,8691,54
250000.0,1,1.0,720,123710,1.0,0,0,4,6,720,0,1860,297514,79
310000.0,7,1.5,2660,15111,1.5,0,0,4,7,2660,0,1710,15429,53
1400000.0,5,3.25,4300,9270,2.0,0,3,3,10,2910,1390,2780,6610,57
284850.0,3,1.5,1590,8256,1.0,0,1,3,7,1090,500,1950,7840,45
570000.0,4,2.5,2590,7910,2.0,0,0,3,9,2590,0,2110,11761,12
304000.0,3,1.75,1720,6000,1.0,0,2,3,7,1000,720,1690,6000,60
560000.0,4,2.5,1790,9787,1.0,0,2,4,8,1240,550,1790,9787,31
325000.0,3,1.0,1590,8160,1.0,0,1,3,7,1090,500,1540,10500,60
557510.0,4,2.0,1580,4800,1.5,0,2,3,7,1580,0,1580,4800,103
305000.0,4,2.25,2580,8820,1.0,0,0,4,9,1620,960,2140,8400,48
320000.0,5,1.0,1740,27350,1.0,0,0,4,5,1740,0,2760,10749,56
455000.0,5,2.25,3470,28212,1.5,0,0,4,8,2790,680,2020,28177,36
383001.0,3,1.0,1180,7210,1.0,0,0,4,7,1180,0,1700,7210,51
545000.0,3,1.75,1700,51649,1.5,0,0,5,6,1700,0,1100,39504,83
487500.0,2,1.0,1190,5000,1.0,0,0,3,7,1190,0,1600,5000,90
345000.0,5,2.5,2450,6994,2.0,0,0,3,8,2450,0,1940,6035,12
583000.0,6,2.75,2630,16411,1.0,0,0,4,8,1650,980,2250,12255,40
534950.0,3,2.25,2130,12286,2.0,0,0,3,8,2130,0,2130,10158,37
403504.0,4,1.0,1060,5750,1.0,0,0,3,6,950,110,1790,5857,110
500000.0,3,1.75,1480,6120,1.5,0,0,3,7,1480,0,1480,6120,69
319502.0,3,1.75,1610,38707,1.0,0,0,3,7,1610,0,1930,45151,25
525000.0,4,2.75,2440,5080,2.0,0,0,3,8,1750,690,1920,6375,54
563000.0,4,3.0,3100,15480,2.0,0,0,3,8,2400,700,2000,42500,18
898500.0,4,2.75,2890,5000,1.5,0,0,3,8,1990,900,1080,3750,103
651000.0,3,2.5,3240,108366,2.0,0,0,4,10,3240,0,2090,108366,23
450000.0,4,2.75,2900,6400,2.0,0,0,3,7,2040,860,1340,6144,103
665000.0,4,2.25,2650,8149,1.0,0,0,4,8,1610,1040,2290,8019,40
825000.0,4,2.5,2560,4000,2.0,0,0,5,8,1610,950,1760,4000,85
200000.0,3,1.0,1150,4800,1.5,0,0,4,6,1150,0,1310,9510,76
295000.0,3,2.0,1760,6092,1.0,0,0,3,7,1760,0,2590,6255,16
748000.0,4,2.5,3220,8379,2.0,0,0,3,10,3220,0,2720,7635,10
580000.0,3,2.5,3200,18750,1.0,0,0,2,9,2660,540,3200,22475,47
275000.0,3,1.0,1250,10744,1.0,0,0,3,6,1250,0,1500,10710,73
196000.0,3,1.0,1000,8470,1.0,0,0,4,6,1000,0,1020,8470,52
235750.0,2,1.0,740,11250,1.0,0,0,2,6,740,0,1390,11250,76
315000.0,3,2.25,2170,8480,1.0,0,0,3,8,2170,0,2080,8452,50
338000.0,4,2.5,2370,10631,2.0,0,0,3,8,2370,0,2200,8297,15
353000.0,4,2.5,2300,4249,2.0,0,0,3,8,2300,0,2390,4385,9
235000.0,3,1.75,1400,6300,1.0,0,0,3,7,1400,0,1400,8490,16
569999.0,3,2.5,3080,13880,2.0,0,0,3,9,3080,0,2780,15318,25
505000.0,4,2.25,2350,12540,2.0,0,0,3,8,2350,0,2090,7964,46
1234000.0,4,3.0,2660,4600,1.5,0,0,3,8,1820,840,2350,4600,109
299000.0,2,1.75,1250,34395,1.0,0,0,4,7,1250,0,1910,26042,64
240000.0,3,2.0,1100,6360,1.0,0,0,3,7,1100,0,1620,6360,23
1955000.0,3,1.75,3330,12566,1.0,1,4,4,8,1940,1390,3730,16560,55
1265000.0,4,3.25,3640,3604,2.0,0,2,5,9,1960,1680,1940,4600,101
405000.0,2,1.75,1350,2653,2.0,0,0,3,7,1350,0,1370,4115,29
304000.0,4,2.0,1310,8454,1.0,0,0,4,7,1310,0,1320,8274,61
272000.0,4,2.25,1800,5555,2.0,0,0,3,7,1800,0,1810,5669,11
412000.0,2,1.0,1260,3960,1.0,0,0,3,6,690,570,1250,3960,89
698000.0,4,2.5,2990,7231,2.0,0,0,3,9,2990,0,3160,8339,13
400000.0,2,1.0,1140,5100,1.0,0,0,3,7,1140,0,1230,5100,72
305000.0,3,2.5,2100,6825,2.0,0,0,3,8,2100,0,2180,7614,20
585000.0,4,2.0,2400,12753,1.0,0,0,4,7,2400,0,1830,12060,52
190000.0,2,1.5,1400,9031,1.0,0,0,3,7,960,440,1450,7658,32
760000.0,4,2.5,2990,12788,2.0,0,0,3,10,2990,0,3250,12212,26
570000.0,3,1.75,1930,36210,1.0,0,0,3,8,1930,0,1930,35060,37
144000.0,3,1.0,980,6800,1.0,0,0,3,6,980,0,1140,9975,68
139000.0,2,1.0,690,5280,1.0,0,0,4,5,690,0,1140,4860,72
525000.0,4,1.5,1430,6380,1.5,0,0,4,7,1130,300,1570,6380,69
293000.0,1,1.0,1110,5421,1.0,0,0,3,6,1110,0,1230,8100,79
267100.0,2,2.5,1250,1580,2.0,0,0,3,7,1030,220,1250,1361,10
1500000.0,4,3.25,3470,5222,2.0,0,0,3,10,2830,640,3090,6758,10
240000.0,3,2.25,1500,15334,2.0,0,0,4,7,1500,0,1530,8102,22
975000.0,3,2.5,2530,7000,2.5,0,4,3,9,2530,0,2380,7000,100
279950.0,5,1.75,2150,7171,1.0,0,0,4,7,1460,690,1710,7300,44
405000.0,3,1.75,1260,7373,1.0,0,0,4,7,1260,0,1360,7373,36
400000.0,3,2.5,2740,83199,2.0,0,4,3,9,2740,0,2500,29269,41
225000.0,3,1.0,960,6500,1.0,0,0,4,5,960,0,1150,6500,60
250000.0,3,1.0,1520,7800,1.0,0,0,4,7,1120,400,1740,8000,47
272950.0,3,2.25,1570,9096,1.0,0,0,4,7,1180,390,1570,8418,24
625000.0,5,1.0,3240,5324,2.0,0,0,3,9,3240,0,3240,6036,7
670000.0,3,1.75,1280,2147,1.5,0,0,4,7,1280,0,2010,2640,104
1065000.0,3,2.5,2130,3545,3.0,0,0,5,9,2130,0,1970,3464,25
540000.0,3,1.75,1970,8200,1.0,0,0,5,8,1420,550,2140,8000,51
525000.0,3,2.5,2990,6725,2.0,0,0,3,9,2990,0,2790,6725,11
425000.0,2,1.0,1160,17700,1.0,0,0,3,7,1160,0,1440,9000,68
465500.0,3,1.75,1890,7004,1.0,0,0,3,7,1290,600,1440,5378,49
443500.0,3,2.5,2170,5866,2.0,0,0,3,7,2170,0,2440,5798,8
350000.0,4,2.25,1570,499571,1.0,0,3,4,7,1570,0,1700,181708,42
850000.0,3,2.5,3260,91911,2.0,0,0,4,9,3260,0,2520,65775,30
205000.0,3,2.25,1250,952,3.0,0,0,3,8,1250,0,1250,1030,7
315000.0,4,2.5,1940,10200,1.0,0,0,4,8,1140,800,1920,12600,37
470000.0,3,2.5,2150,8221,2.0,0,0,3,8,2150,0,2490,7951,22
1100000.0,4,2.25,3310,8540,1.0,0,4,4,9,1660,1650,3450,9566,41
340000.0,3,1.75,3400,46382,1.0,0,0,3,7,2050,1350,2320,20624,35
310000.0,4,2.5,2660,12672,1.0,0,0,4,8,1740,920,2280,12477,54
305000.0,3,1.0,950,13475,1.0,0,0,3,7,950,0,1240,8910,64
307150.0,3,1.5,1480,6752,1.0,0,0,4,7,1480,0,1450,8023,55
729032.0,4,2.5,2840,12866,1.0,0,0,4,9,1780,1060,2840,13209,37
750000.0,5,2.5,3240,9960,1.0,0,1,3,8,2020,1220,2730,10400,57
289000.0,4,2.5,1961,3207,2.0,0,0,3,7,1961,0,1961,3401,9
480000.0,3,1.0,1100,5700,1.0,0,0,3,7,1100,0,1560,6588,65
529000.0,3,1.75,1500,7367,1.0,0,0,3,8,1500,0,1920,7579,41
585000.0,3,1.75,1480,4800,2.0,0,0,4,7,1140,340,1810,4800,70
704000.0,4,2.75,2510,12500,1.0,0,0,5,8,2050,460,2200,12088,38
607000.0,4,2.0,1490,4054,1.5,0,0,5,7,1490,0,1510,3889,89
580000.0,3,2.25,2190,8188,2.0,0,0,3,8,1810,380,2190,8374,37
875000.0,5,2.5,2530,8564,2.0,0,0,4,8,2530,0,2480,8714,38
610000.0,4,2.5,2440,9350,1.0,0,0,4,8,1560,880,2260,8500,38
230000.0,3,0.75,1040,15000,1.0,0,0,3,6,1040,0,1410,19000,73
510000.0,4,2.25,2450,62290,2.0,0,0,3,8,2450,0,2450,41181,38
733000.0,4,2.5,2210,5002,1.0,0,0,3,7,1370,840,1970,4920,38
169100.0,3,2.0,1050,18304,1.0,0,0,4,7,1050,0,1690,15675,61
250000.0,3,2.0,1050,18304,1.0,0,0,4,7,1050,0,1690,15675,62
500000.0,4,2.25,2730,35100,2.0,0,0,3,8,2730,0,2730,36677,37
700000.0,2,1.0,1620,9855,1.0,0,4,3,8,1320,300,1820,7700,66
379000.0,4,2.75,2410,5225,2.0,0,0,3,8,2410,0,2300,5378,13
650000.0,4,2.5,3420,222156,2.0,0,0,3,9,3420,0,3340,222156,12
412133.0,2,1.0,920,4400,1.0,0,0,3,7,920,0,1560,4600,66
480000.0,4,2.25,2330,14190,1.0,0,0,3,8,1740,590,2330,14190,53
650000.0,3,1.75,1940,10245,1.0,0,0,3,7,1940,0,2720,11448,57
505000.0,2,2.5,1900,5065,2.0,0,0,3,8,1900,0,1350,4664,10
931088.0,4,2.5,3510,17400,1.0,0,0,4,9,1930,1580,2730,12120,58
570000.0,4,1.75,1860,7700,1.0,0,0,4,8,1860,0,1860,7700,50
475000.0,3,1.0,1380,4635,1.0,0,0,4,6,1380,0,1790,4635,95
240000.0,6,1.75,2210,8594,1.0,0,0,3,7,1310,900,1850,8594,55
462000.0,4,2.5,2640,47480,1.0,0,0,4,8,1590,1050,2390,67415,36
1115000.0,3,2.5,4530,22873,2.0,0,2,5,8,3220,1310,3100,18210,103
243000.0,3,1.0,1500,6600,1.0,0,0,2,6,1500,0,1730,6600,44
660000.0,4,2.25,2010,15375,1.0,0,0,4,8,2010,0,1930,15375,58
1190000.0,2,1.75,2080,8112,1.0,1,4,4,8,1040,1040,2030,8408,75
1680000.0,4,4.25,5584,68257,2.0,0,0,3,11,5584,0,5030,101901,16
6885000.0,6,7.75,9890,31374,2.0,0,4,3,13,8860,1030,4540,42730,13
368000.0,3,2.5,2080,4307,2.0,0,0,3,7,2080,0,2080,4947,10
811500.0,5,4.25,3970,4500,2.0,0,0,3,9,2860,1110,3480,4500,10
275000.0,2,1.0,770,8149,1.0,0,0,5,6,770,0,770,8150,66
650000.0,4,2.5,2500,6005,2.0,0,0,3,9,2500,0,2680,7200,13
485000.0,3,2.0,2410,50654,1.5,0,0,3,7,2410,0,1900,36300,20
425000.0,3,2.5,1340,10018,1.0,0,0,4,7,1340,0,2520,13068,38
530000.0,3,2.5,2640,13775,1.0,0,0,3,8,1550,1090,2120,12432,36
657000.0,4,1.75,2740,8520,1.0,0,2,3,8,1370,1370,2740,9286,60
315000.0,4,2.75,1580,3770,1.0,0,0,3,7,1080,500,1740,3800,12
273000.0,4,1.5,2180,22870,1.0,0,0,4,6,1280,900,2420,22614,60
550000.0,3,2.75,1960,13252,1.0,0,0,5,8,1240,720,2040,9866,39
347000.0,2,2.25,1560,1705,2.0,0,0,3,8,1270,290,1560,1758,8
525000.0,5,2.75,2440,8000,1.0,0,0,4,7,1240,1200,1780,8391,42
490000.0,3,1.5,990,1343,2.0,0,0,3,8,840,150,1350,2521,7
500000.0,3,2.25,2210,7916,2.0,0,0,3,8,2210,0,1450,7955,36
585000.0,3,2.75,3080,7282,2.0,0,0,3,9,3080,0,3080,7274,7
926500.0,4,2.75,2900,17802,1.0,0,2,3,9,1750,1150,2900,15720,33
465000.0,1,1.0,1020,3200,1.0,0,0,3,7,1020,0,1670,3480,87
200000.0,4,2.0,1900,8160,1.0,0,0,3,7,1900,0,1280,6532,40
1680000.0,6,4.75,5770,16747,2.0,0,3,3,12,4500,1270,4470,14571,17
220500.0,2,1.0,990,57499,1.0,0,0,2,6,990,0,2090,27442,65
329000.0,2,1.0,990,57499,1.0,0,0,2,6,990,0,2090,27442,66
715000.0,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,2080,2250,17
780000.0,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,2080,2250,18
410000.0,2,1.0,1480,4080,1.0,0,0,3,7,1050,430,1310,4080,65
778100.0,2,1.0,1480,4080,1.0,0,0,3,7,1050,430,1310,4080,66
406000.0,3,1.0,1090,11292,1.0,0,0,4,7,1090,0,1570,8198,63
665000.0,4,2.5,2800,5900,1.0,0,0,3,8,1660,1140,2580,5900,51
305000.0,2,1.0,1000,8212,1.0,0,0,4,7,1000,0,1620,8214,67
265000.0,3,2.5,1640,7668,2.0,0,0,3,7,1640,0,1850,7200,23
485000.0,4,1.0,1620,4080,1.5,0,0,3,7,1620,0,1760,4080,91
600000.0,3,2.5,2460,108900,1.0,0,0,4,9,1860,600,2870,102366,37
510000.0,2,1.5,1860,5100,1.0,0,0,3,7,1060,800,1710,5100,75
195000.0,2,1.0,1080,3899,1.0,0,0,4,8,1080,0,1090,3899,42
432500.0,3,1.75,1980,5100,1.0,0,0,3,7,1270,710,1400,5100,49
490000.0,3,1.75,1510,8433,1.0,0,0,4,7,1220,290,1950,8199,47
270000.0,3,2.5,1690,7165,2.0,0,0,4,7,1690,0,1410,8590,22
370000.0,2,1.5,1010,2102,2.0,0,0,3,7,1010,0,1480,2632,30
327500.0,3,2.5,2090,12027,2.0,0,0,3,8,2090,0,2090,12666,23
826000.0,2,1.0,1060,6120,1.0,0,0,3,7,1060,0,1730,4080,107
510000.0,3,1.75,1750,7020,2.0,0,0,3,7,1750,0,1170,9546,80
587750.0,2,1.0,890,4730,1.0,0,0,3,7,890,0,1330,5904,74
449228.0,5,2.5,3020,24750,1.0,0,0,3,8,1650,1370,2930,16062,50
565000.0,3,2.5,2030,217805,1.0,0,0,3,9,2030,0,1870,109468,15
660000.0,4,2.5,3170,186436,2.0,0,0,3,9,3170,0,3250,215186,15
400000.0,5,2.75,2470,19200,1.0,0,0,5,8,1250,1220,2140,35140,37
612500.0,4,2.0,2060,5000,1.0,0,0,3,7,1030,1030,1280,5000,65
560000.0,4,1.75,2120,6250,1.0,0,0,5,7,1060,1060,1410,6250,98
727000.0,3,2.25,2180,4200,1.5,0,0,5,8,1520,660,1850,4200,75
224000.0,4,3.0,2300,7609,2.0,0,0,4,7,2300,0,940,5937,39
1080000.0,4,2.5,4200,35267,2.0,0,0,3,11,4200,0,3540,22234,24
439000.0,3,2.25,1480,7565,1.0,0,0,3,7,1220,260,1660,7565,38
335000.0,3,1.5,2240,87625,1.5,0,0,2,7,1480,760,1920,110206,34
779000.0,4,1.5,2740,4912,1.0,0,0,4,8,1370,1370,2160,5006,77
452000.0,5,1.75,1830,47916,1.5,0,0,3,6,1830,0,2010,13135,66
775000.0,4,3.0,2000,5304,1.5,0,0,4,7,2000,0,1670,5304,68
235000.0,3,1.75,1380,8362,1.0,0,0,3,7,1380,0,1380,8800,47
370000.0,3,1.75,1620,37913,2.0,0,0,4,7,1620,0,2190,21518,61
790000.0,4,3.0,3180,12070,2.0,0,0,4,9,3180,0,3110,12600,38
903000.0,2,1.5,1140,7800,1.0,0,0,4,6,1140,0,2020,7800,67
209950.0,3,1.0,970,9583,1.0,0,0,4,6,970,0,970,7875,47
309000.0,3,2.5,1780,7859,2.0,0,0,3,7,1780,0,1670,6618,26
440000.0,3,1.75,2240,8153,1.0,0,0,3,7,1120,1120,1710,8100,66
571500.0,4,2.25,2810,25990,2.0,0,0,3,8,1860,950,2020,16140,55
514000.0,2,1.0,920,4000,1.0,0,0,4,7,920,0,1300,4000,108
323000.0,3,1.75,1830,12500,1.0,0,1,3,7,1200,630,1830,7300,67
290000.0,2,1.75,1560,7575,1.0,0,0,3,8,1560,0,2050,9000,12
2575000.0,4,4.25,5540,15408,2.0,0,1,3,11,4280,1260,3570,14750,8
1362500.0,3,2.0,2310,21318,1.0,0,0,3,10,2310,0,2950,21814,35
551000.0,4,1.5,1470,5100,1.5,0,0,3,7,1470,0,1470,5100,68
960000.0,4,2.5,3430,43560,1.5,0,2,5,10,3430,0,3700,44431,35
720000.0,5,2.5,2900,9525,2.0,0,0,3,9,2900,0,2910,11854,25
218000.0,3,1.75,1850,7684,1.0,0,0,3,8,1320,530,1940,7630,35
334950.0,4,2.5,2190,7000,2.0,0,0,3,8,2190,0,2040,7700,17
605000.0,4,2.25,2510,31584,2.0,0,0,4,9,2510,0,2510,39221,35
825000.0,4,3.25,3200,4477,2.0,0,0,3,9,2390,810,1830,4920,8
268500.0,4,1.75,1670,8000,1.0,0,0,4,8,1670,0,1720,8000,40
230000.0,3,1.75,1010,9600,1.0,0,0,5,7,1010,0,1320,9600,45
1335000.0,4,4.0,5050,202554,2.0,0,0,3,10,3260,1790,3370,213444,14
245500.0,2,1.5,1430,9782,1.0,0,0,3,7,1430,0,1430,9828,60
440000.0,3,2.25,1880,7989,1.0,0,0,3,7,1280,600,1820,7414,32
571500.0,4,2.75,2180,5799,2.0,0,0,4,8,2180,0,2060,6061,21
182500.0,3,2.25,1830,4744,2.0,0,0,3,7,1830,0,1670,8001,18
217000.0,2,1.0,970,5600,1.0,0,0,3,6,970,0,1020,5600,63
335000.0,2,1.5,1170,5248,1.0,0,0,5,6,1170,0,1170,5120,74
501000.0,2,1.0,1010,4320,1.0,0,0,5,7,1010,0,1680,4320,90
339950.0,3,2.5,2140,7641,1.0,0,0,3,8,1290,850,2090,8000,35
340000.0,3,1.75,2230,10403,1.0,0,0,3,8,1630,600,1730,9450,47
582500.0,2,1.0,1140,23779,1.5,0,0,3,6,1140,0,2940,8417,49
298800.0,2,1.0,860,8189,1.0,0,0,3,6,860,0,1180,8189,66
317500.0,6,1.75,2540,8400,1.0,0,0,3,8,1340,1200,1900,7695,38
598000.0,4,2.5,2420,5118,1.5,0,2,5,7,1550,870,1740,5750,89
375000.0,2,2.25,1640,2240,2.0,0,0,3,8,1640,0,1640,2240,35
465000.0,4,2.25,2550,7650,2.0,0,2,4,9,2550,0,2550,7650,19
551870.0,3,2.5,2507,18400,2.0,0,0,3,8,2507,0,1520,14709,9
295000.0,3,2.5,1920,7229,2.0,0,0,3,8,1920,0,2310,8009,21
263500.0,4,1.75,2210,6375,1.0,0,0,3,8,1640,570,2070,7210,37
1095000.0,4,4.0,3530,8400,2.0,0,0,5,8,2630,900,2340,8216,56
300000.0,2,1.0,1100,4010,1.5,0,0,5,6,1100,0,980,4501,94
780000.0,4,1.0,3390,4500,1.5,0,0,3,8,2190,1200,2030,4872,90
325000.0,3,1.5,1590,7936,1.0,0,0,3,7,1590,0,1590,7936,59
370000.0,2,1.0,820,6550,1.0,0,0,3,7,820,0,1640,6550,65
715000.0,4,2.5,2370,10000,1.0,0,0,5,8,1660,710,2480,9875,40
356000.0,4,2.0,1600,12500,1.0,0,0,5,7,1600,0,1260,8306,77
329950.0,4,1.75,1740,7208,1.5,0,0,3,8,1740,0,1680,7350,39
490000.0,3,2.25,1470,2500,2.0,0,0,3,8,1080,390,1640,4300,30
429000.0,3,3.25,1410,1246,3.0,0,0,3,8,1410,0,1410,1253,9
510000.0,4,2.5,1620,8125,2.0,0,0,4,7,1620,0,1480,8120,32
550000.0,3,2.5,2360,4080,2.0,0,0,3,7,2360,0,2290,4080,11
467500.0,3,1.0,1830,6453,1.0,0,0,4,7,1830,0,1670,8012,59
615000.0,5,2.0,2130,4180,1.5,0,0,5,7,1270,860,1710,4180,88
325000.0,2,1.0,990,15120,1.0,0,0,4,6,990,0,1300,11500,61
219950.0,2,1.0,1010,4120,2.0,0,0,3,6,1010,0,1200,4120,107
950000.0,3,1.0,1720,9830,1.0,0,0,4,7,1720,0,3200,8923,69
925000.0,3,1.0,1630,3200,1.5,0,0,4,8,1630,0,1710,3600,102
251200.0,4,1.5,1310,8250,1.0,0,0,3,7,1060,250,1260,8255,61
215000.0,3,1.5,1610,5304,1.0,0,0,4,6,1610,0,1060,5304,46
245000.0,3,2.0,1850,8208,1.0,0,0,4,7,1180,670,1790,8174,44
259000.0,3,1.75,1270,4815,1.5,0,0,3,6,980,290,1270,6431,93
349950.0,4,1.5,1420,6720,1.5,0,0,3,7,1420,0,1560,5600,89
1565000.0,5,4.5,5220,67319,2.0,0,0,3,11,5220,0,4190,40609,13
600000.0,2,1.0,1410,4500,1.0,0,0,3,7,1020,390,1300,4500,76
405000.0,2,1.5,1170,1274,3.0,0,0,3,8,1170,0,1290,1308,13
625000.0,3,2.5,1860,10027,2.0,0,0,3,8,1860,0,1530,9204,21
430000.0,4,1.0,1620,37075,1.5,0,0,3,7,1620,0,2190,87117,71
533000.0,3,3.0,1280,1085,3.0,0,0,3,8,1280,0,1300,1310,11
1050000.0,4,2.5,2750,9949,2.0,0,0,3,10,2750,0,2750,9860,15
230000.0,3,1.75,1420,3000,1.0,0,0,3,5,710,710,1960,5000,83
275000.0,4,1.75,2000,8700,1.0,0,0,5,7,1010,990,1490,7350,39
403000.0,2,1.0,1100,3598,1.0,0,0,4,7,1100,0,1240,3598,88
550388.0,3,3.0,1720,70567,1.0,0,2,5,7,1720,0,2740,70567,48
415500.0,3,1.5,1240,12400,1.0,0,0,3,7,1240,0,1640,9600,56
913000.0,3,1.75,2170,4000,1.0,0,0,4,7,1110,1060,1890,4000,90
334998.0,2,1.0,1800,5182,1.0,0,0,3,6,900,900,1570,5876,73
